行业名称,股票代码,股票名称,起始日期,结束日期
采掘,SZ000552,靖远煤电,2008/6/2 0:00,
采掘,SZ000571,ST大洲,2011/10/10 0:00,
采掘,SZ000629,攀钢钒钛,2015/10/31 0:00,
采掘,SZ000655,金岭矿业,2015/10/31 0:00,
采掘,SZ000723,美锦能源,2008/6/2 0:00,
采掘,SZ000762,西藏矿业,2008/6/2 0:00,
采掘,SZ000780,*ST平能,2016/9/14 0:00,
采掘,SZ000833,粤桂股份,2019/7/24 0:00,
采掘,SZ000923,河钢资源,2019/7/24 0:00,
采掘,SZ000937,冀中能源,2016/9/14 0:00,
采掘,SZ000968,蓝焰控股,2016/9/14 0:00,
采掘,SZ000983,山西焦煤,2016/9/14 0:00,
采掘,SZ001203,大中矿业,2021/4/21 16:01,
采掘,SZ002128,露天煤业,2008/6/2 0:00,
采掘,SZ002207,准油股份,2016/4/14 0:00,
采掘,SZ002554,惠博普,2015/1/30 0:07,
采掘,SZ002629,ST仁智,2011/10/26 0:00,
采掘,SZ002828,贝肯能源,2016/12/5 11:30,
采掘,SZ002978,安宁股份,2020/3/15 20:43,
采掘,SZ300157,恒泰艾普,2016/4/14 0:00,
采掘,SZ300164,通源石油,2016/4/14 0:00,
采掘,SZ300191,潜能恒信,2016/4/14 0:00,
采掘,SH600121,郑州煤电,2008/6/2 0:00,
采掘,SH600123,兰花科创,2008/6/2 0:00,
采掘,SH600157,永泰能源,2016/9/20 9:23,
采掘,SH600188,兖州煤业,2016/9/14 0:00,
采掘,SH600295,鄂尔多斯,2016/8/15 0:00,
采掘,SH600339,中油工程,2017/6/29 0:00,
采掘,SH600348,华阳股份,2016/9/14 0:00,
采掘,SH600395,盘江股份,2016/9/14 0:00,
采掘,SH600397,安源煤业,2015/10/16 0:00,
采掘,SH600403,ST大有,2015/10/16 0:00,
采掘,SH600408,ST安泰,2008/6/2 0:00,
采掘,SH600508,上海能源,2008/6/2 0:00,
采掘,SH600532,未来股份,2011/10/10 0:00,
采掘,SH600546,山煤国际,2016/9/14 0:00,
采掘,SH600583,海油工程,2015/8/14 0:00,
采掘,SH600725,云维股份,2017/6/29 0:00,
采掘,SH600740,山西焦化,2008/6/2 0:00,
采掘,SH600758,辽宁能源,2017/6/29 0:00,
采掘,SH600759,洲际油气,2015/8/14 0:00,
采掘,SH600777,新潮能源,2017/6/29 0:00,
采掘,SH600792,云煤能源,2015/10/16 0:00,
采掘,SH600871,石化油服,2015/8/14 0:00,
采掘,SH600968,海油发展,2019/6/14 14:48,
采掘,SH600971,恒源煤电,2008/6/2 0:00,
采掘,SH600985,淮北矿业,2019/7/24 0:00,
采掘,SH600997,开滦股份,2016/9/14 0:00,
采掘,SH601001,晋控煤业,2008/6/2 0:00,
采掘,SH601011,宝泰隆,2011/2/23 0:00,
采掘,SH601015,陕西黑猫,2014/10/24 0:00,
采掘,SH601088,中国神华,2008/6/2 0:00,
采掘,SH601101,昊华能源,2010/3/15 0:00,
采掘,SH601225,陕西煤业,2016/9/14 0:00,
采掘,SH601666,平煤股份,2015/10/26 0:00,
采掘,SH601699,潞安环能,2016/9/14 0:00,
采掘,SH601808,中海油服,2016/9/13 0:00,
采掘,SH601857,中国石油,2015/8/14 0:00,
采掘,SH601898,中煤能源,2016/9/14 0:00,
采掘,SH601918,新集能源,2015/10/26 0:00,
采掘,SH601969,海南矿业,2014/11/25 0:00,
采掘,SH603113,金能科技,2017/5/4 10:03,
采掘,SH603505,金石资源,2017/4/19 16:50,
采掘,SH603619,中曼石油,2017/8/7 22:23,
采掘,SH603727,博迈科,2016/11/7 13:58,
采掘,SH603979,金诚信,2015/6/18 0:00,
采掘,SH605086,龙高股份,2021/3/12 20:16,
传媒,SZ000038,深大通,2018/6/19 16:10,
传媒,SZ000156,华数传媒,2014/1/1 0:00,
传媒,SZ000526,学大教育,2017/6/29 0:00,
传媒,SZ000529,广弘控股,2019/7/24 0:00,
传媒,SZ000607,华媒控股,2018/6/19 16:10,
传媒,SZ000665,湖北广电,2014/1/1 0:00,
传媒,SZ000673,*ST当代,2018/6/20 14:55,
传媒,SZ000676,智度股份,2017/6/29 0:00,
传媒,SZ000681,视觉中国,2019/7/24 0:00,
传媒,SZ000719,中原传媒,2014/1/1 0:00,
传媒,SZ000793,华闻集团,2014/1/1 0:00,
传媒,SZ000802,ST北文,2016/11/17 1:42,
传媒,SZ000835,*ST长动,2017/6/29 0:00,
传媒,SZ000892,欢瑞世纪,2019/7/24 0:00,
传媒,SZ000917,电广传媒,2014/1/1 0:00,
传媒,SZ002027,分众传媒,2016/7/1 0:00,
传媒,SZ002095,生意宝,2014/1/1 0:00,
传媒,SZ002103,广博股份,2017/6/29 0:00,
传媒,SZ002113,*ST天润,2017/6/29 0:00,
传媒,SZ002123,梦网科技,2017/6/29 0:00,
传媒,SZ002131,利欧股份,2017/12/11 17:59,
传媒,SZ002137,实益达,2017/6/29 0:00,
传媒,SZ002143,印纪退,2017/12/11 18:00,
传媒,SZ002148,北纬科技,2015/8/14 0:00,
传媒,SZ002168,惠程科技,2019/7/24 0:00,
传媒,SZ002174,游族网络,2015/11/2 0:00,
传媒,SZ002175,*ST东网,2014/1/1 0:01,
传媒,SZ002181,粤传媒,2014/1/1 0:00,
传媒,SZ002188,*ST巴士,2017/6/29 0:00,
传媒,SZ002238,天威视讯,2014/1/1 0:01,
传媒,SZ002247,聚力文化,2017/6/29 0:00,
传媒,SZ002261,拓维信息,2014/1/1 0:00,
传媒,SZ002292,奥飞娱乐,2014/1/1 0:01,
传媒,SZ002315,焦点科技,2014/1/1 0:00,
传媒,SZ002343,慈文传媒,2018/6/19 16:11,
传媒,SZ002354,天神娱乐,2015/11/2 0:00,
传媒,SZ002400,省广集团,2017/5/26 9:59,
传媒,SZ002425,凯撒文化,2017/6/29 0:00,
传媒,SZ002445,中南文化,2018/6/19 16:10,
传媒,SZ002447,*ST晨鑫,2018/7/13 0:00,
传媒,SZ002464,*ST众应,2017/6/29 0:00,
传媒,SZ002502,鼎龙文化,2017/6/29 0:00,
传媒,SZ002517,恺英网络,2011/10/10 0:00,
传媒,SZ002555,三七互娱,2017/6/29 0:00,
传媒,SZ002558,巨人网络,2017/5/22 0:00,
传媒,SZ002591,恒大高新,2018/7/13 0:00,
传媒,SZ002602,世纪华通,2017/6/29 0:00,
传媒,SZ002607,中公教育,2019/5/13 0:00,
传媒,SZ002619,*ST艾格,2014/1/1 0:01,
传媒,SZ002621,美吉姆,2019/7/24 0:00,
传媒,SZ002624,完美世界,2017/6/29 0:00,
传媒,SZ002638,*ST勤上,2018/7/13 0:00,
传媒,SZ002654,万润科技,2017/6/29 0:00,
传媒,SZ002659,凯文教育,2018/7/13 0:00,
传媒,SZ002699,美盛文化,2018/7/13 0:00,
传媒,SZ002712,思美传媒,2014/1/8 0:00,
传媒,SZ002739,万达电影,2015/11/2 0:00,
传媒,SZ002858,力盛赛车,2017/3/18 14:35,
传媒,SZ002878,元隆雅图,2017/5/22 13:46,
传媒,SZ002905,金逸影视,2017/9/21 17:24,
传媒,SZ002995,天地在线,2020/7/22 13:43,
传媒,SZ003010,若羽臣,2020/9/14 8:37,
传媒,SZ003032,传智教育,2021/1/3 9:07,
传媒,SZ300027,华谊兄弟,2015/8/1 0:00,
传媒,SZ300031,宝通科技,2017/6/29 0:00,
传媒,SZ300038,*ST数知,2018/7/13 0:00,
传媒,SZ300043,星辉娱乐,2015/11/2 0:00,
传媒,SZ300051,ST三五,2017/6/29 0:00,
传媒,SZ300052,中青宝,2014/1/1 0:00,
传媒,SZ300058,蓝色光标,2015/8/1 0:00,
传媒,SZ300061,旗天科技,2018/7/13 0:00,
传媒,SZ300063,天龙集团,2018/6/19 16:10,
传媒,SZ300071,*ST嘉信,2015/11/2 0:00,
传媒,SZ300089,文化长城,2019/7/24 0:00,
传媒,SZ300113,顺网科技,2015/10/31 0:00,
传媒,SZ300133,华策影视,2015/8/14 0:00,
传媒,SZ300148,天舟文化,2018/7/13 0:00,
传媒,SZ300182,捷成股份,2019/7/24 0:00,
传媒,SZ300192,科德教育,2019/7/24 0:00,
传媒,SZ300226,上海钢联,2014/1/1 0:00,
传媒,SZ300242,佳云科技,2018/5/13 1:44,
传媒,SZ300251,光线传媒,2015/11/2 0:00,
传媒,SZ300269,ST联建,2017/6/29 0:00,
传媒,SZ300280,紫天科技,2019/7/24 0:00,
传媒,SZ300282,三盛教育,2019/7/24 0:00,
传媒,SZ300291,华录百纳,2015/10/31 0:00,
传媒,SZ300292,吴通控股,2019/7/24 0:00,
传媒,SZ300295,三六五网,2015/8/14 0:00,
传媒,SZ300299,富春股份,2017/6/29 0:00,
传媒,SZ300315,掌趣科技,2014/1/1 0:01,
传媒,SZ300336,新文化,2017/6/29 0:00,
传媒,SZ300338,开元教育,2018/7/13 0:00,
传媒,SZ300343,联创股份,2015/8/24 16:18,
传媒,SZ300359,全通教育,2014/1/8 0:01,
传媒,SZ300364,中文在线,2015/10/31 0:00,
传媒,SZ300392,腾信股份,2015/10/13 12:47,
传媒,SZ300413,芒果超媒,2019/7/24 0:00,
传媒,SZ300418,昆仑万维,2015/11/2 0:00,
传媒,SZ300426,唐德影视,2015/10/31 0:00,
传媒,SZ300459,金科文化,2018/7/13 0:00,
传媒,SZ300467,迅游科技,2017/6/29 0:00,
传媒,SZ300494,盛天网络,2016/1/7 0:00,
传媒,SZ300518,盛讯达,2016/6/24 0:00,
传媒,SZ300528,幸福蓝海,2016/8/4 0:00,
传媒,SZ300533,冰川网络,2016/8/4 0:00,
传媒,SZ300612,宣亚国际,2017/2/8 13:44,
传媒,SZ300654,世纪天鸿,2017/9/7 14:54,
传媒,SZ300770,新媒股份,2019/4/4 14:26,
传媒,SZ300781,因赛集团,2019/5/29 11:18,
传媒,SZ300785,值得买,2019/7/8 9:41,
传媒,SZ300788,中信出版,2019/6/18 10:08,
传媒,SZ300792,壹网壹创,2019/9/19 9:23,
传媒,SZ300805,电声股份,2019/11/9 14:34,
传媒,SZ300987,川网传媒,2021/4/26 15:38,
传媒,SZ301001,凯淳股份,2021/5/21 9:51,
传媒,SH600037,歌华有线,2015/10/31 0:00,
传媒,SH600052,浙江广厦,2020/7/20 0:00,
传媒,SH600088,中视传媒,2018/6/19 16:10,
传媒,SH600136,当代文体,2016/8/15 0:00,
传媒,SH600158,中体产业,2017/5/26 10:00,
传媒,SH600226,ST瀚叶,2019/7/24 0:00,
传媒,SH600229,城市传媒,2017/5/26 9:59,
传媒,SH600242,ST中昌,2017/6/29 0:00,
传媒,SH600373,中文传媒,2017/6/29 0:00,
传媒,SH600386,北巴传媒,2014/1/1 0:01,
传媒,SH600455,博通股份,2018/7/13 0:00,
传媒,SH600551,时代出版,2014/1/1 0:00,
传媒,SH600556,天下秀,2020/9/7 0:00,
传媒,SH600576,祥源文化,2018/6/19 16:12,
传媒,SH600633,浙数文化,2018/7/13 0:00,
传媒,SH600634,退市富控,2018/7/13 0:00,
传媒,SH600636,国新文化,2019/7/24 0:00,
传媒,SH600637,东方明珠,2015/6/16 0:00,
传媒,SH600640,号百控股,2017/5/22 0:00,
传媒,SH600652,*ST游久,2018/6/19 16:10,
传媒,SH600661,昂立教育,2018/7/13 0:00,
传媒,SH600715,文投控股,2018/6/20 14:49,
传媒,SH600757,长江传媒,2014/1/1 0:00,
传媒,SH600825,新华传媒,2014/1/1 0:00,
传媒,SH600831,广电网络,2014/1/1 0:00,
传媒,SH600880,博瑞传播,2014/1/1 0:01,
传媒,SH600892,大晟文化,2017/5/20 1:33,
传媒,SH600936,广西广电,2016/8/4 0:00,
传媒,SH600959,江苏有线,2015/10/31 0:00,
传媒,SH600977,中国电影,2016/8/4 0:00,
传媒,SH600986,浙文互联,2017/6/29 0:00,
传媒,SH600996,贵广网络,2016/12/11 16:17,
传媒,SH601019,山东出版,2017/11/8 14:14,
传媒,SH601098,中南传媒,2015/11/2 0:00,
传媒,SH601595,上海电影,2016/8/4 0:00,
传媒,SH601599,浙文影业,2019/7/24 0:00,
传媒,SH601801,皖新传媒,2015/11/2 0:00,
传媒,SH601811,新华文轩,2016/8/4 0:00,
传媒,SH601858,中国科传,2017/1/5 21:40,
传媒,SH601900,南方传媒,2016/2/3 0:00,
传媒,SH601928,凤凰传媒,2015/11/3 0:00,
传媒,SH601929,吉视传媒,2014/1/1 0:00,
传媒,SH601949,中国出版,2017/8/7 22:21,
传媒,SH601999,出版传媒,2014/1/1 0:00,
传媒,SH603000,人民网,2016/8/11 0:00,
传媒,SH603096,新经典,2017/4/19 16:49,
传媒,SH603103,横店影视,2017/9/21 17:22,
传媒,SH603258,电魂网络,2016/10/17 0:00,
传媒,SH603444,吉比特,2016/12/25 12:14,
传媒,SH603533,掌阅科技,2017/9/22 8:02,
传媒,SH603598,引力传媒,2015/1/25 0:05,
传媒,SH603613,国联股份,2019/7/18 11:06,
传媒,SH603721,中广天择,2017/8/7 22:24,
传媒,SH603729,ST龙韵,2015/1/9 0:03,
传媒,SH603825,华扬联众,2017/7/26 21:05,
传媒,SH603888,新华网,2016/10/17 0:00,
传媒,SH603999,读者传媒,2015/12/23 0:00,
传媒,SH605136,丽人丽妆,2020/9/14 8:38,
传媒,SH605168,三人行,2020/4/27 8:39,
电气设备,SZ000400,许继电气,2015/8/14 0:00,
电气设备,SZ000533,顺钠股份,2019/7/24 0:00,
电气设备,SZ000585,*ST东电,2014/1/1 0:01,
电气设备,SZ000682,东方电子,2014/1/1 0:00,
电气设备,SZ000803,北清环能,2019/7/24 0:00,
电气设备,SZ000806,*ST银河,2017/5/10 10:02,
电气设备,SZ000922,佳电股份,2017/5/10 10:02,
电气设备,SZ001208,华菱线缆,2021/6/6 21:30,
电气设备,SZ002028,思源电气,2019/7/24 0:00,
电气设备,SZ002058,*ST威尔,2017/5/10 10:02,
电气设备,SZ002074,国轩高科,2019/7/24 0:00,
电气设备,SZ002090,金智科技,2016/6/15 0:00,
电气设备,SZ002112,三变科技,2016/4/8 15:17,
电气设备,SZ002121,科陆电子,2014/1/1 0:00,
电气设备,SZ002129,中环股份,2017/6/29 0:00,
电气设备,SZ002169,智光电气,2016/6/7 0:00,
电气设备,SZ002176,江特电机,2017/5/10 10:02,
电气设备,SZ002184,海得控制,2014/1/1 0:01,
电气设备,SZ002196,方正电机,2014/1/1 0:01,
电气设备,SZ002202,金风科技,2015/8/14 0:00,
电气设备,SZ002218,拓日新能,2015/10/16 0:00,
电气设备,SZ002227,奥特迅,2014/1/1 0:01,
电气设备,SZ002249,大洋电机,2016/6/15 0:00,
电气设备,SZ002255,海陆重工,2017/6/29 0:00,
电气设备,SZ002270,华明装备,2017/6/29 0:00,
电气设备,SZ002276,万马股份,2014/1/1 0:01,
电气设备,SZ002300,太阳电缆,2014/1/1 0:01,
电气设备,SZ002309,中利集团,2014/1/1 0:01,
电气设备,SZ002322,理工环科,2014/1/1 0:01,
电气设备,SZ002334,英威腾,2016/3/25 16:19,
电气设备,SZ002335,科华数据,2016/9/13 0:00,
电气设备,SZ002339,积成电子,2015/11/2 0:00,
电气设备,SZ002346,柘中股份,2019/7/24 0:00,
电气设备,SZ002350,北京科锐,2015/10/16 0:00,
电气设备,SZ002358,ST森源,2014/1/1 0:00,
电气设备,SZ002364,中恒电气,2016/10/9 15:37,
电气设备,SZ002441,众业达,2014/1/1 0:00,
电气设备,SZ002451,摩恩电气,2014/1/1 0:01,
电气设备,SZ002452,长高集团,2014/1/1 0:00,
电气设备,SZ002459,晶澳科技,2020/8/14 0:00,
电气设备,SZ002471,中超控股,2014/1/1 0:01,
电气设备,SZ002498,汉缆股份,2014/1/1 0:01,
电气设备,SZ002506,协鑫集成,2016/6/13 0:00,
电气设备,SZ002518,科士达,2016/8/25 0:00,
电气设备,SZ002527,新时达,2014/1/1 0:01,
电气设备,SZ002531,天顺风能,2015/10/31 0:00,
电气设备,SZ002533,金杯电工,2014/1/1 0:01,
电气设备,SZ002534,杭锅股份,2016/1/11 12:17,
电气设备,SZ002546,新联电子,2014/1/1 0:00,
电气设备,SZ002560,通达股份,2014/1/1 0:01,
电气设备,SZ002576,通达动力,2014/1/1 0:00,
电气设备,SZ002580,圣阳股份,2016/3/15 10:33,
电气设备,SZ002606,大连电瓷,2014/1/1 0:01,
电气设备,SZ002617,露笑科技,2019/7/24 0:00,
电气设备,SZ002622,融钰集团,2014/1/1 0:00,
电气设备,SZ002630,华西能源,2014/1/1 0:01,
电气设备,SZ002665,首航高科,2016/5/19 0:00,
电气设备,SZ002692,ST远程,2014/1/1 0:01,
电气设备,SZ002706,良信股份,2014/1/8 0:00,
电气设备,SZ002733,雄韬股份,2016/8/25 0:00,
电气设备,SZ002767,先锋电子,2015/1/15 0:06,
电气设备,SZ002801,微光股份,2016/6/24 0:00,
电气设备,SZ002823,凯中精密,2016/12/1 18:00,
电气设备,SZ002850,科达利,2021/2/3 0:00,
电气设备,SZ002851,麦格米特,2017/2/24 13:38,
电气设备,SZ002879,长缆科技,2017/6/5 14:06,
电气设备,SZ002882,金龙羽,2017/6/5 14:07,
电气设备,SZ002892,科力尔,2017/8/7 22:19,
电气设备,SZ002927,泰永长征,2018/2/12 10:10,
电气设备,SZ002953,日丰股份,2019/5/6 14:46,
电气设备,SZ002979,雷赛智能,2020/3/25 8:45,
电气设备,SZ003021,兆威机电,2020/11/25 14:39,
电气设备,SZ300001,特锐德,2015/10/16 0:00,
电气设备,SZ300011,鼎汉技术,2016/7/18 0:00,
电气设备,SZ300014,亿纬锂能,2020/7/24 0:00,
电气设备,SZ300018,中元股份,2014/1/1 0:01,
电气设备,SZ300029,*ST天龙,2014/1/1 0:00,
电气设备,SZ300040,九洲集团,2014/1/1 0:00,
电气设备,SZ300048,合康新能,2014/1/1 0:01,
电气设备,SZ300062,中能电气,2016/1/18 13:52,
电气设备,SZ300068,南都电源,2015/10/16 0:00,
电气设备,SZ300069,金利华电,2016/9/28 12:51,
电气设备,SZ300105,龙源技术,2014/1/1 0:01,
电气设备,SZ300111,向日葵,2014/1/1 0:01,
电气设备,SZ300116,保力新,2018/7/13 0:00,
电气设备,SZ300118,东方日升,2014/1/1 0:01,
电气设备,SZ300124,汇川技术,2014/1/1 0:01,
电气设备,SZ300129,泰胜风能,2014/1/1 0:01,
电气设备,SZ300141,和顺电气,2017/6/29 0:00,
电气设备,SZ300153,科泰电源,2019/7/24 0:00,
电气设备,SZ300185,通裕重工,2018/7/13 0:00,
电气设备,SZ300208,青岛中程,2014/1/1 0:00,
电气设备,SZ300215,电科院,2014/1/1 0:00,
电气设备,SZ300265,通光线缆,2016/12/5 11:33,
电气设备,SZ300274,阳光电源,2015/8/28 2:09,
电气设备,SZ300283,温州宏丰,2014/1/1 0:00,
电气设备,SZ300286,安科瑞,2015/12/21 0:00,
电气设备,SZ300316,晶盛机电,2014/1/1 0:00,
电气设备,SZ300317,珈伟新能,2017/6/29 0:00,
电气设备,SZ300356,ST光一,2014/1/1 0:01,
电气设备,SZ300360,炬华科技,2016/8/26 10:18,
电气设备,SZ300376,易事特,2015/10/16 0:00,
电气设备,SZ300393,中来股份,2015/10/16 0:00,
电气设备,SZ300407,凯发电气,2016/1/19 0:00,
电气设备,SZ300423,昇辉科技,2015/1/15 0:02,
电气设备,SZ300427,红相股份,2015/2/15 0:00,
电气设备,SZ300438,鹏辉能源,2021/2/24 0:00,
电气设备,SZ300443,金雷股份,2017/6/29 0:00,
电气设备,SZ300444,双杰电气,2015/1/13 0:04,
电气设备,SZ300447,全信股份,2015/1/13 0:04,
电气设备,SZ300466,赛摩智能,2015/1/25 0:05,
电气设备,SZ300477,合纵科技,2015/1/15 0:06,
电气设备,SZ300484,蓝海华腾,2016/5/3 13:42,
电气设备,SZ300490,华自科技,2016/8/25 0:00,
电气设备,SZ300491,通合科技,2016/1/5 9:12,
电气设备,SZ300510,金冠股份,2016/4/24 0:00,
电气设备,SZ300514,友讯达,2017/4/19 16:43,
电气设备,SZ300569,天能重工,2016/12/1 21:02,
电气设备,SZ300593,新雷能,2016/12/25 12:07,
电气设备,SZ300617,安靠智电,2017/2/14 17:04,
电气设备,SZ300626,华瑞股份,2017/3/10 17:03,
电气设备,SZ300660,江苏雷利,2017/5/22 13:46,
电气设备,SZ300670,大烨智能,2017/6/15 21:21,
电气设备,SZ300693,盛弘股份,2017/8/7 22:21,
电气设备,SZ300713,英可瑞,2017/10/30 14:46,
电气设备,SZ300745,欣锐科技,2018/5/5 17:28,
电气设备,SZ300750,宁德时代,2018/5/28 11:25,
电气设备,SZ300763,锦浪科技,2019/3/18 8:56,
电气设备,SZ300772,运达股份,2019/4/15 9:08,
电气设备,SZ300820,英杰电气,2020/2/4 22:04,
电气设备,SZ300827,上能电气,2020/4/2 14:32,
电气设备,SZ300850,新强联,2020/6/29 8:43,
电气设备,SZ300870,欧陆通,2020/8/7 8:32,
电气设备,SZ300880,迦南智能,2020/8/15 10:16,
电气设备,SZ300882,万胜智能,2020/8/21 23:02,
电气设备,SZ300907,康平科技,2020/11/10 10:04,
电气设备,SZ300932,三友联众,2021/1/8 14:27,
电气设备,SZ300933,中辰股份,2021/1/8 14:26,
电气设备,SZ301012,扬电科技,2021/6/6 21:31,
电气设备,SH600089,特变电工,2015/10/26 0:00,
电气设备,SH600112,*ST天成,2017/5/10 10:03,
电气设备,SH600151,航天机电,2014/1/1 0:01,
电气设备,SH600192,长城电工,2017/5/10 10:03,
电气设备,SH600202,哈空调,2014/1/1 0:01,
电气设备,SH600207,安彩高科,2018/7/13 0:00,
电气设备,SH600241,ST时万,2019/7/24 0:00,
电气设备,SH600268,国电南自,2014/1/1 0:01,
电气设备,SH600290,ST华仪,2014/1/1 0:01,
电气设备,SH600312,平高电气,2016/6/15 0:00,
电气设备,SH600349,富通昭和(I,2016/8/23 0:00,
电气设备,SH600379,宝光股份,2017/5/10 10:03,
电气设备,SH600405,动力源,2014/1/1 0:01,
电气设备,SH600406,国电南瑞,2016/6/15 0:00,
电气设备,SH600416,湘电股份,2016/9/13 0:00,
电气设备,SH600438,通威股份,2019/5/10 0:00,
电气设备,SH600468,百利电气,2017/5/10 10:03,
电气设备,SH600475,华光环能,2017/5/10 10:03,
电气设备,SH600517,国网英大,2016/6/15 0:00,
电气设备,SH600525,长园集团,2015/11/12 11:33,
电气设备,SH600537,亿晶光电,2015/10/16 0:00,
电气设备,SH600550,保变电气,2017/5/10 10:03,
电气设备,SH600577,精达股份,2019/7/24 0:00,
电气设备,SH600580,卧龙电驱,2017/5/10 10:03,
电气设备,SH600590,泰豪科技,2014/7/1 0:00,
电气设备,SH600732,爱旭股份,2020/12/18 0:00,
电气设备,SH600847,万里股份,2014/1/1 0:01,
电气设备,SH600869,远东股份,2016/5/5 13:09,
电气设备,SH600875,东方电气,2017/5/10 10:03,
电气设备,SH600885,宏发股份,2015/10/26 0:00,
电气设备,SH600973,宝胜股份,2014/1/1 0:01,
电气设备,SH601012,隆基股份,2016/6/13 0:00,
电气设备,SH601126,四方股份,2014/1/1 0:00,
电气设备,SH601179,中国西电,2015/10/16 0:00,
电气设备,SH601218,吉鑫科技,2014/1/1 0:01,
电气设备,SH601222,林洋能源,2016/6/13 0:00,
电气设备,SH601567,三星医疗,2015/11/2 0:00,
电气设备,SH601615,明阳智能,2019/1/4 9:55,
电气设备,SH601616,广电电气,2014/1/1 0:00,
电气设备,SH601700,风范股份,2015/8/4 0:00,
电气设备,SH601727,上海电气,2014/1/1 0:01,
电气设备,SH601877,正泰电器,2014/1/1 0:01,
电气设备,SH601908,京运通,2016/3/9 0:00,
电气设备,SH603015,弘讯科技,2015/11/3 0:00,
电气设备,SH603016,新宏泰,2016/7/7 0:00,
电气设备,SH603025,大豪科技,2015/10/31 0:00,
电气设备,SH603050,科林电气,2017/3/30 17:27,
电气设备,SH603063,禾望电气,2017/7/12 1:59,
电气设备,SH603100,川仪股份,2016/7/6 0:00,
电气设备,SH603212,赛伍技术,2020/4/16 16:20,
电气设备,SH603218,日月股份,2016/12/11 16:18,
电气设备,SH603320,迪贝电气,2017/4/19 16:50,
电气设备,SH603333,尚纬股份,2014/1/1 0:01,
电气设备,SH603396,金辰股份,2017/10/10 13:29,
电气设备,SH603416,信捷电气,2016/12/11 16:18,
电气设备,SH603489,八方股份,2019/9/27 10:46,
电气设备,SH603507,振江股份,2017/10/30 14:52,
电气设备,SH603530,神马电力,2019/7/2 9:19,
电气设备,SH603577,汇金通,2016/12/11 16:18,
电气设备,SH603583,捷昌驱动,2018/8/31 16:18,
电气设备,SH603606,东方电缆,2014/9/26 0:00,
电气设备,SH603618,杭电股份,2015/1/15 0:02,
电气设备,SH603628,清源股份,2016/12/25 12:14,
电气设备,SH603659,璞泰来,2020/7/24 0:00,
电气设备,SH603728,鸣志电器,2017/5/4 10:07,
电气设备,SH603806,福斯特,2014/9/4 0:00,
电气设备,SH603819,神力股份,2016/11/6 18:30,
电气设备,SH603829,洛凯股份,2017/9/25 11:03,
电气设备,SH603859,能科股份,2016/10/17 0:00,
电气设备,SH603861,白云电器,2016/3/23 0:00,
电气设备,SH603897,长城科技,2018/4/3 10:03,
电气设备,SH603988,中电电机,2014/10/24 0:00,
电气设备,SH605066,天正电气,2020/7/27 8:35,
电气设备,SH605196,华通线缆,2021/4/26 15:58,
电气设备,SH605222,起帆电缆,2020/7/21 8:26,
电气设备,SH605277,新亚电子,2020/12/23 10:23,
电气设备,SH605288,凯迪股份,2020/5/23 14:14,
电气设备,SH605378,野马电池,2021/3/25 9:12,
电气设备,SH688063,派能科技,2020/12/14 14:44,
电气设备,SH688191,智洋创新,2021/3/20 10:43,
电气设备,SH688330,宏力达,2020/9/21 19:16,
电气设备,SH688339,亿华通-U,2020/7/22 13:45,
电气设备,SH688345,博力威,2021/5/23 22:25,
电气设备,SH688390,固德威,2020/8/21 23:03,
电气设备,SH688395,正弦电气,2021/4/15 8:51,
电气设备,SH688408,中信博,2020/8/11 18:27,
电气设备,SH688516,奥特维,2020/5/5 19:52,
电气设备,SH688517,金冠电气,2021/6/6 21:32,
电气设备,SH688560,明冠新材,2020/12/14 14:45,
电气设备,SH688567,孚能科技,2020/6/29 8:44,
电气设备,SH688597,煜邦电力,2021/5/29 21:11,
电气设备,SH688599,天合光能,2020/6/2 8:39,
电气设备,SH688611,杭州柯林,2021/3/25 9:13,
电气设备,SH688616,西力科技,2021/3/5 19:20,
电气设备,SH688660,电气风电,2021/5/8 15:55,
电气设备,SH688663,新风光,2021/3/29 22:19,
电气设备,SH688676,金盘科技,2021/2/19 15:25,
电气设备,SH688680,海优新材,2021/1/8 14:26,
电气设备,SH688681,科汇股份,2021/5/29 21:11,
电气设备,SH688698,伟创电气,2020/12/14 14:46,
电气设备,SH688777,中控技术,2020/11/25 14:38,
电气设备,SH688819,天能股份,2021/1/3 9:09,
电子,SZ000020,深华发A,2011/10/10 0:00,
电子,SZ000021,深科技,2019/7/24 0:00,
电子,SZ000045,深纺织A,2014/7/1 0:00,
电子,SZ000049,德赛电池,2016/8/4 1:33,
电子,SZ000050,深天马A,2016/8/4 1:33,
电子,SZ000062,深圳华强,2017/6/29 0:00,
电子,SZ000100,TCL科技,2019/4/22 0:00,
电子,SZ000413,东旭光电,2008/6/2 0:00,
电子,SZ000532,华金资本,2011/10/10 0:00,
电子,SZ000536,华映科技,2016/8/4 1:33,
电子,SZ000541,佛山照明,2017/6/29 0:00,
电子,SZ000636,风华高科,2016/8/4 1:33,
电子,SZ000701,厦门信达,2016/8/4 1:33,
电子,SZ000725,京东方A,2015/10/31 0:00,
电子,SZ000727,冠捷科技,2016/8/4 1:33,
电子,SZ000733,振华科技,2016/6/13 0:00,
电子,SZ000823,超声电子,2016/8/4 1:33,
电子,SZ000988,华工科技,2015/10/31 0:00,
电子,SZ000991,通海高科(I,2016/8/23 0:00,
